,one,two,three,four,five,six,seven,eight,nine,label
278,EF2_YEAST,0.52,0.54,0.5,0.21,0.5,0.0,0.48,0.3,positive
282,END3_YEAST,0.55,0.46,0.53,0.11,0.5,0.0,0.52,0.48,positive
283,ENO1_YEAST,0.45,0.56,0.54,0.32,0.5,0.0,0.57,0.22,positive
284,ENO2_YEAST,0.45,0.56,0.53,0.32,0.5,0.0,0.57,0.22,positive
289,THIL_YEAST,0.54,0.65,0.49,0.34,0.5,0.0,0.52,0.22,positive
291,KIME_YEAST,0.59,0.58,0.46,0.19,0.5,0.0,0.56,0.27,positive
293,FPPS_YEAST,0.55,0.56,0.45,0.14,0.5,0.0,0.54,0.22,positive
297,ERG6_YEAST,0.32,0.47,0.55,0.12,0.5,0.0,0.52,0.22,positive
299,ERG8_YEAST,0.62,0.58,0.46,0.13,0.5,0.0,0.53,0.22,positive
306,LCF2_YEAST,0.35,0.46,0.49,0.15,1.0,0.0,0.55,0.35,positive
307,FAD1_YEAST,0.43,0.51,0.48,0.14,0.5,0.0,0.5,0.22,positive
308,FAS1_YEAST,0.57,0.61,0.45,0.26,0.5,0.0,0.5,0.22,positive
309,FAS2_YEAST,0.63,0.62,0.42,0.12,0.5,0.0,0.52,0.25,positive
310,COAC_YEAST,0.25,0.4,0.51,0.18,0.5,0.0,0.5,0.27,positive
311,ALF_YEAST,0.56,0.62,0.53,0.24,0.5,0.0,0.57,0.22,positive
312,F16P_YEAST,0.58,0.6,0.51,0.24,0.5,0.0,0.53,0.22,positive
313,F26_YEAST,0.71,0.59,0.53,0.15,0.5,0.0,0.49,0.33,positive
319,FOX2_YEAST,0.69,0.6,0.51,0.13,0.5,0.83,0.52,0.22,negative
320,THIK_YEAST,0.46,0.48,0.44,0.21,0.5,0.0,0.55,0.22,negative
321,FKBP_YEAST,0.35,0.36,0.57,0.17,0.5,0.0,0.52,0.22,positive
327,SYFA_YEAST,0.45,0.4,0.56,0.14,0.5,0.0,0.54,0.22,positive
328,SYFB_YEAST,0.47,0.47,0.58,0.16,0.5,0.0,0.49,0.28,positive
329,FUMH_YEAST,0.41,0.39,0.51,0.52,0.5,0.0,0.49,0.22,positive
331,FUR1_YEAST,0.69,0.6,0.5,0.31,0.5,0.0,0.55,0.22,positive
334,FUS3_YEAST,0.51,0.58,0.54,0.29,0.5,0.0,0.53,0.22,positive
336,GAC1_YEAST,0.55,0.66,0.57,0.32,0.5,0.0,0.57,0.34,positive
337,GAL1_YEAST,0.48,0.35,0.42,0.21,0.5,0.0,0.57,0.22,positive
338,GALX_YEAST,0.62,0.58,0.52,0.15,0.5,0.0,0.52,0.29,positive
342,GAL7_YEAST,0.5,0.5,0.48,0.17,0.5,0.0,0.47,0.26,positive
348,E2BG_YEAST,0.45,0.42,0.52,0.2,0.5,0.0,0.5,0.25,positive
349,IF2G_YEAST,0.51,0.35,0.46,0.15,0.5,0.0,0.51,0.42,positive
350,E2BD_YEAST,0.42,0.39,0.47,0.13,0.5,0.0,0.5,0.27,positive
351,E2BE_YEAST,0.32,0.38,0.52,0.2,0.5,0.0,0.52,0.28,positive
352,E2BB_YEAST,0.59,0.65,0.52,0.3,0.5,0.0,0.46,0.31,positive
353,GCN1_YEAST,0.41,0.52,0.41,0.11,0.5,0.0,0.54,0.35,positive
354,GCN2_YEAST,0.37,0.33,0.5,0.12,0.5,0.0,0.51,0.54,positive
355,E2BA_YEAST,0.45,0.56,0.49,0.17,0.5,0.0,0.52,0.22,positive
362,GCY_YEAST,0.6,0.4,0.59,0.18,0.5,0.0,0.48,0.22,positive
364,DHE4_YEAST,0.38,0.47,0.53,0.12,0.5,0.0,0.48,0.22,positive
365,DHE2_YEAST,0.59,0.43,0.52,0.19,0.5,0.0,0.55,0.27,positive
366,GDI1_YEAST,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,positive
368,GFA1_YEAST,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,positive
369,GLGB_YEAST,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25,positive
370,PP12_YEAST,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,positive
371,HXKG_YEAST,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,positive
372,GLNA_YEAST,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22,positive
374,SYQ_YEAST,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,positive
377,6PGD_YEAST,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,positive
379,GBA1_YEAST,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,positive
380,GPDA_YEAST,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,positive
381,PHSG_YEAST,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,positive
382,PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,positive
384,SYG_YEAST,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,positive
387,UGS1_YEAST,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,positive
388,UGS2_YEAST,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,positive
391,HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,positive
396,HBS1_YEAST,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,positive
400,DCUP_YEAST,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,positive
401,HEM6_YEAST,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,positive
403,HEM2_YEAST,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,positive
404,HEM3_YEAST,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,positive
413,HIS7_YEAST,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,positive
426,HS83_YEAST,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42,positive
429,H104_YEAST,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,positive
430,HS26_YEAST,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,positive
434,HS82_YEAST,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,positive
440,HXKA_YEAST,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,positive
441,HXKB_YEAST,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,positive
450,ACEA_YEAST,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,negative
453,IPPI_YEAST,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,positive
456,SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,positive
464,INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,positive
467,IPYR_YEAST,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,positive
486,JNM1_YEAST,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,positive
500,KIP1_YEAST,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22,positive
501,KIP2_YEAST,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,positive
504,KR11_YEAST,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,positive
509,SYKC_YEAST,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,positive
517,BLH1_YEAST,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22,positive
523,LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,positive
524,LEU3_YEAST,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,positive
532,LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,positive
534,LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,positive
540,MAK3_YEAST,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,positive
542,MA3S_YEAST,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,positive
546,AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,positive
557,MDHC_YEAST,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,positive
558,MDHP_YEAST,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,negative
562,MDM1_YEAST,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,positive
572,SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,positive
573,MET2_YEAST,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,positive
574,MT17_YEAST,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,positive
577,METE_YEAST,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,positive
591,MLP1_YEAST,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,positive
592,MASY_YEAST,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,negative
654,MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,positive
658,MYS1_YEAST,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,positive
659,MYS2_YEAST,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,positive
660,MYS4_YEAST,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,positive
666,NAB1_YEAST,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,positive
671,NAM7_YEAST,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,positive
674,NAT1_YEAST,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,positive
675,NAT2_YEAST,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,positive
686,NIN1_YEAST,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,positive
687,NIP1_YEAST,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,positive
689,NMT_YEAST,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,positive
697,TREA_YEAST,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,positive
720,YDA2_YEAST,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,negative
721,PABP_YEAST,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,positive
722,PAN1_YEAST,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,positive
724,PAS1_YEAST,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,positive
725,PTSR_YEAST,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,negative
726,UBCX_YEAST,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,negative
727,PAS3_YEAST,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,negative
728,PAS7_YEAST,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,negative
729,IPB2_YEAST,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,positive
733,DCP1_YEAST,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,positive
734,PDC2_YEAST,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,positive
735,DCP2_YEAST,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,positive
736,DCP3_YEAST,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,positive
737,CNA1_YEAST,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,positive
738,CNA2_YEAST,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,positive
762,K6P1_YEAST,0.57,0.49,0.5,0.2,0.5,0.0,0.51,0.28,positive
763,K6P2_YEAST,0.62,0.43,0.49,0.29,0.5,0.0,0.5,0.27,positive
764,6P2K_YEAST,0.45,0.41,0.49,0.14,1.0,0.0,0.53,0.3,positive
765,PROF_YEAST,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22,positive
767,G6PI_YEAST,0.46,0.46,0.53,0.23,0.5,0.0,0.51,0.22,positive
768,PGK_YEAST,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22,positive
769,PGM1_YEAST,0.43,0.45,0.53,0.19,0.5,0.0,0.56,0.22,positive
770,PGM2_YEAST,0.28,0.36,0.55,0.15,0.5,0.0,0.57,0.22,positive
774,PNPP_YEAST,0.38,0.62,0.52,0.14,0.5,0.0,0.53,0.22,positive
795,MANA_YEAST,0.55,0.51,0.54,0.2,0.5,0.0,0.56,0.22,positive
812,CAO_YEAST,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22,negative
815,PPCK_YEAST,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,positive
817,PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,positive
821,PRCG_YEAST,0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,positive
822,PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,positive
823,PRCD_YEAST,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,positive
824,PRCH_YEAST,0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,positive
825,PRC2_YEAST,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,positive
826,PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0.0,0.39,0.28,positive
829,PROB_YEAST,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,positive
830,PROC_YEAST,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,positive
845,PRC8_YEAST,0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,positive
846,PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,positive
847,PRC3_YEAST,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,positive
848,PRC9_YEAST,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,positive
849,PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,positive
853,PTP1_YEAST,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,positive
854,PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,positive
856,PUB1_YEAST,0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,positive
857,PRCF_YEAST,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,positive
858,PRCZ_YEAST,0.48,0.48,0.56,0.18,0.5,0.0,0.58,0.22,positive
863,PYC1_YEAST,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,positive
864,PYC2_YEAST,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,positive
865,KPYK_YEAST,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,positive
893,RAM1_YEAST,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,positive
894,RAM2_YEAST,0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,positive
896,RAS1_YEAST,0.61,0.46,0.54,0.11,0.5,0.0,0.47,0.22,positive
897,RAS2_YEAST,0.66,0.55,0.54,0.18,0.5,0.0,0.43,0.22,positive
915,RHO1_YEAST,0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,positive
916,RHO2_YEAST,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,positive
922,RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,positive
928,RS3A_YEAST,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,positive
929,RS3B_YEAST,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,positive
930,R13A_YEAST,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,positive
931,RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,positive
932,RL18_YEAST,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,positive
933,RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,positive
934,RS24_YEAST,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,positive
935,R17A_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,positive
936,R17B_YEAST,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,positive
937,R61A_YEAST,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,positive
961,RL1_YEAST,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,positive
962,RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,positive
963,RL15_YEAST,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,positive
964,R14A_YEAST,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,positive
965,R14B_YEAST,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,positive
966,RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,positive
967,RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,positive
968,RL16_YEAST,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,positive
969,RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,positive
970,RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,positive
971,R16A_YEAST,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,positive
972,R16B_YEAST,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,positive
973,RL17_YEAST,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,positive
974,RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,positive
975,RL19_YEAST,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,positive
976,RL25_YEAST,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,positive
977,RL27_YEAST,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,positive
978,RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,positive
979,RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,positive
980,RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,positive
981,RL3B_YEAST,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,positive
982,RL3E_YEAST,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,positive
983,RL34_YEAST,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,positive
984,R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,positive
985,R37B_YEAST,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,positive
986,RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,positive
987,RL44_YEAST,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,positive
988,RL46_YEAST,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,positive
989,RL41_YEAST,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,positive
990,RL41_YEAST,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,positive
991,RL4A_YEAST,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,positive
992,RL4B_YEAST,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,positive
993,RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,positive
994,RL71_YEAST,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,positive
995,RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,positive
996,RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,positive
